Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00  512000/512000      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 0>::operator()(long) const [1109]
-----------------------------------------------
                0.00    0.00  256000/512000      CQP::FFTExecutor<1u, 0u>::inputWave(CQP::Wavefunction<1u> const&) [1245]
                0.00    0.00  256000/512000      CQP::FFTExecutor<1u, 0u>::execute() [1244]
[1107]   0.0    0.00    0.00  512000         CQP::NumericalGrid<1u, 1u>::expand(int) const [1107]
                0.00    0.00  512000/512000      std::allocator<int>::allocator() [1112]
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [1129]
                0.00    0.00  512000/1536000     std::allocator<int>::~allocator() [1073]
                0.00    0.00  512000/1536000     std::vector<int, std::allocator<int> >::operator[](unsigned long) [1074]
-----------------------------------------------
                0.00    0.00  512000/512000      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 0>::operator()(long) const [1109]
[1108]   0.0    0.00    0.00  512000         Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 0>::coeff(long) const [1108]
                0.00    0.00  512000/2565028     Eigen::EigenBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::derived() const [1071]
                0.00    0.00  512000/768256      Eigen::internal::evaluator<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::evaluator(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const&) [1093]
                0.00    0.00  512000/512000      Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::coeff(long) const [1110]
                0.00    0.00  512000/768256      Eigen::internal::evaluator<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::~evaluator() [1094]
-----------------------------------------------
                0.00    0.00  512000/512000      CQP::Wavefunction<1u>::getValueByIndex(int) const [1106]
[1109]   0.0    0.00    0.00  512000         Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 0>::operator()(long) const [1109]
                0.00    0.00  512000/1026514     Eigen::EigenBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::size() const [1081]
                0.00    0.00  512000/512000      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 0>::coeff(long) const [1108]
-----------------------------------------------
                0.00    0.00  512000/512000      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 0>::coeff(long) const [1108]
[1110]   0.0    0.00    0.00  512000         Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::coeff(long) const [1110]
-----------------------------------------------
                0.00    0.00  512000/512000      std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [1124]
[1111]   0.0    0.00    0.00  512000         __gnu_cxx::new_allocator<int>::max_size() const [1111]
                0.00    0.00  512000/1024000     __gnu_cxx::new_allocator<int>::_M_max_size() const [1083]
-----------------------------------------------
                0.00    0.00  512000/512000      CQP::NumericalGrid<1u, 1u>::expand(int) const [1107]
[1112]   0.0    0.00    0.00  512000         std::allocator<int>::allocator() [1112]
                0.00    0.00  512000/512000      __gnu_cxx::new_allocator<int>::new_allocator() [1105]
-----------------------------------------------
                0.00    0.00  512000/512000      void std::_Destroy<int*>(int*, int*) [1137]
[1113]   0.0    0.00    0.00  512000         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [1113]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [1118]
[1114]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [1114]
                0.00    0.00  512000/512000      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [1123]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [1120]
[1115]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [1115]
                0.00    0.00  512000/1024000     std::allocator<int>::allocator(std::allocator<int> const&) [1084]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [1119]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [1121]
[1116]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [1116]
                0.00    0.00  512000/1536000     std::allocator<int>::~allocator() [1073]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [1121]
[1117]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [1117]
                0.00    0.00  512000/512000      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [1122]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [1120]
[1118]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [1118]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [1114]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [1115]
[1119]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [1119]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [1129]
[1120]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [1120]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [1115]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [1118]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::~vector() [1130]
[1121]   0.0    0.00    0.00  512000         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [1121]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [1117]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [1116]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [1117]
[1122]   0.0    0.00    0.00  512000         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [1122]
                0.00    0.00  512000/512000      __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [1103]
-----------------------------------------------
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [1114]
[1123]   0.0    0.00    0.00  512000         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [1123]
                0.00    0.00  512000/512000      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [1104]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [1126]
[1124]   0.0    0.00    0.00  512000         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [1124]
                0.00    0.00  512000/512000      __gnu_cxx::new_allocator<int>::max_size() const [1111]
-----------------------------------------------
                0.00    0.00  512000/512000      int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1134]
[1125]   0.0    0.00    0.00  512000         int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1125]
                0.00    0.00  512000/512000      int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1136]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [1127]
[1126]   0.0    0.00    0.00  512000         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [1126]
                0.00    0.00  512000/512000      std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [1124]
                0.00    0.00  512000/514001      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [1098]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [1129]
[1127]   0.0    0.00    0.00  512000         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [1127]
                0.00    0.00  512000/1024000     std::allocator<int>::allocator(std::allocator<int> const&) [1084]
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [1126]
                0.00    0.00  512000/1536000     std::allocator<int>::~allocator() [1073]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [1129]
[1128]   0.0    0.00    0.00  512000         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [1128]
                0.00    0.00  512000/1024000     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [1085]
                0.00    0.00  512000/512000      int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [1135]
-----------------------------------------------
                0.00    0.00  512000/512000      CQP::NumericalGrid<1u, 1u>::expand(int) const [1107]
[1129]   0.0    0.00    0.00  512000         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [1129]
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [1127]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [1120]
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [1128]
-----------------------------------------------
                0.00    0.00  256000/512000      CQP::FFTExecutor<1u, 0u>::inputWave(CQP::Wavefunction<1u> const&) [1245]
                0.00    0.00  256000/512000      CQP::FFTExecutor<1u, 0u>::execute() [1244]
[1130]   0.0    0.00    0.00  512000         std::vector<int, std::allocator<int> >::~vector() [1130]
                0.00    0.00  512000/1024000     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [1085]
                0.00    0.00  512000/512000      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [1138]
                0.00    0.00  512000/512000      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [1121]
-----------------------------------------------
                0.00    0.00  512000/512000      int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1136]
[1131]   0.0    0.00    0.00  512000         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [1131]
                0.00    0.00  512000/512000      void std::__fill_a<int*, int>(int*, int*, int const&) [1139]
-----------------------------------------------
                0.00    0.00  512000/512000      int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1136]
[1132]   0.0    0.00    0.00  512000         std::__size_to_integer(unsigned long) [1132]
-----------------------------------------------
                0.00    0.00  512000/512000      int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1136]
[1133]   0.0    0.00    0.00  512000         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [1133]
-----------------------------------------------
                0.00    0.00  512000/512000      int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [1135]
[1134]   0.0    0.00    0.00  512000         int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1134]
                0.00    0.00  512000/512000      int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1125]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [1128]
[1135]   0.0    0.00    0.00  512000         int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [1135]
                0.00    0.00  512000/512000      int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1134]
-----------------------------------------------
                0.00    0.00  512000/512000      int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1125]
[1136]   0.0    0.00    0.00  512000         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [1136]
                0.00    0.00  512000/512000      std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [1133]
                0.00    0.00  512000/512000      std::__size_to_integer(unsigned long) [1132]
                0.00    0.00  512000/512000      int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [1131]
-----------------------------------------------
                0.00    0.00  512000/512000      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [1138]
[1137]   0.0    0.00    0.00  512000         void std::_Destroy<int*>(int*, int*) [1137]
                0.00    0.00  512000/512000      void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [1113]
-----------------------------------------------
                0.00    0.00  512000/512000      std::vector<int, std::allocator<int> >::~vector() [1130]
[1138]   0.0    0.00    0.00  512000         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [1138]
                0.00    0.00  512000/512000      void std::_Destroy<int*>(int*, int*) [1137]
-----------------------------------------------
                0.00    0.00  512000/512000      int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [1131]
[1139]   0.0    0.00    0.00  512000         void std::__fill_a<int*, int>(int*, int*, int const&) [1139]
                0.00    0.00  512000/512000      __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [1140]
-----------------------------------------------
                0.00    0.00  512000/512000      void std::__fill_a<int*, int>(int*, int*, int const&) [1139]
[1140]   0.0    0.00    0.00  512000         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [1140]
-----------------------------------------------
                0.00    0.00       1/259258      CQP::create1DWaveByExpression(CQP::NumericalGrid<1u, 1u> const&, std::function<std::complex<double> (double)>) [1291]
                0.00    0.00     256/259258      std::enable_if<is_invocable_r_v<std::complex<double>, test_omp()::{lambda(double)#1}&, double>, std::enable_if>::type std::__invoke_r<std::complex<double>, test_omp()::{lambda(double)#1}&, double>(std::complex<double>&&, (test_omp()::{lambda(double)#1}&)...) [1262]
                0.00    0.00    1000/259258      CQP::FFTExecutor<1u, 0u>::inputWave(CQP::Wavefunction<1u> const&) [1245]
                0.00    0.00    1001/259258      Eigen::DenseBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::Zero(long) [1227]
                0.00    0.00  257000/259258      CQP::FFTExecutor<1u, 0u>::execute() [1244]
[1141]   0.0    0.00    0.00  259258         std::complex<double>::complex(double, double) [1141]
-----------------------------------------------
                0.00    0.00    2002/258258      Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>& Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_set_noalias<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1201]
                0.00    0.00  256256/258258      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 1>::coeffRef(long) [1143]
[1142]   0.0    0.00    0.00  258258         Eigen::EigenBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::derived() [1142]
-----------------------------------------------
                0.00    0.00  256256/256256      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 1>::operator()(long) [1144]
[1143]   0.0    0.00    0.00  256256         Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 1>::coeffRef(long) [1143]
                0.00    0.00  256256/258258      Eigen::EigenBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::derived() [1142]
                0.00    0.00  256256/768256      Eigen::internal::evaluator<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::evaluator(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const&) [1093]
                0.00    0.00  256256/256256      Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::coeffRef(long) [1145]
                0.00    0.00  256256/768256      Eigen::internal::evaluator<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::~evaluator() [1094]
-----------------------------------------------
                0.00    0.00  256256/256256      CQP::Wavefunction<1u>::Wavefunction(CQP::NumericalGrid<1u, 1u> const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [1192]
[1144]   0.0    0.00    0.00  256256         Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 1>::operator()(long) [1144]
                0.00    0.00  256256/1026514     Eigen::EigenBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::size() const [1081]
                0.00    0.00  256256/256256      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 1>::coeffRef(long) [1143]
-----------------------------------------------
                0.00    0.00  256256/256256      Eigen::DenseCoeffsBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, 1>::coeffRef(long) [1143]
[1145]   0.0    0.00    0.00  256256         Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::coeffRef(long) [1145]
-----------------------------------------------
                0.00    0.00  256256/256256      CQP::Wavefunction<1u>::Wavefunction(CQP::NumericalGrid<1u, 1u> const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [1192]
[1146]   0.0    0.00    0.00  256256         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) const [1146]
-----------------------------------------------
                0.00    0.00     256/256256      CQP::create1DWaveByExpression(CQP::NumericalGrid<1u, 1u> const&, std::function<std::complex<double> (double)>) [1291]
                0.00    0.00  256000/256256      CQP::FFTExecutor<1u, 0u>::execute() [1244]
[1147]   0.0    0.00    0.00  256256         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) [1147]
-----------------------------------------------
                0.00    0.00  256000/256000      CQP::FFTExecutor<1u, 0u>::inputWave(CQP::Wavefunction<1u> const&) [1245]
[1148]   0.0    0.00    0.00  256000         std::complex<double>::imag[abi:cxx11]() const [1148]
-----------------------------------------------
                0.00    0.00  256000/256000      CQP::FFTExecutor<1u, 0u>::inputWave(CQP::Wavefunction<1u> const&) [1245]
[1149]   0.0    0.00    0.00  256000         std::complex<double>::real[abi:cxx11]() const [1149]
-----------------------------------------------
                0.00    0.00  256000/256000      std::complex<double> std::operator/<double>(std::complex<double> const&, double const&) [1151]
[1150]   0.0    0.00    0.00  256000         std::complex<double>::operator/=(double) [1150]
-----------------------------------------------
                0.00    0.00  256000/256000      CQP::FFTExecutor<1u, 0u>::execute() [1244]
[1151]   0.0    0.00    0.00  256000         std::complex<double> std::operator/<double>(std::complex<double> const&, double const&) [1151]
                0.00    0.00  256000/256000      std::complex<double>::operator/=(double) [1150]
-----------------------------------------------
                0.00    0.00    6003/6003        std::allocator<std::complex<double> >::~allocator() [1153]
[1152]   0.0    0.00    0.00    6003         __gnu_cxx::new_allocator<std::complex<double> >::~new_allocator() [1152]
-----------------------------------------------
                0.00    0.00       1/6003        CQP::create1DWaveByExpression(CQP::NumericalGrid<1u, 1u> const&, std::function<std::complex<double> (double)>) [1291]
                0.00    0.00    1000/6003        CQP::FFTExecutor<1u, 0u>::inputWave(CQP::Wavefunction<1u> const&) [1245]
                0.00    0.00    1000/6003        CQP::FFTExecutor<1u, 0u>::execute() [1244]
                0.00    0.00    2001/6003        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_S_check_init_len(unsigned long, std::allocator<std::complex<double> > const&) [1180]
                0.00    0.00    2001/6003        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::~_Vector_impl() [1169]
[1153]   0.0    0.00    0.00    6003         std::allocator<std::complex<double> >::~allocator() [1153]
                0.00    0.00    6003/6003        __gnu_cxx::new_allocator<std::complex<double> >::~new_allocator() [1152]
-----------------------------------------------
                0.00    0.00    4002/4002        std::allocator<std::complex<double> >::allocator(std::allocator<std::complex<double> > const&) [1156]
[1154]   0.0    0.00    0.00    4002         __gnu_cxx::new_allocator<std::complex<double> >::new_allocator(__gnu_cxx::new_allocator<std::complex<double> > const&) [1154]
-----------------------------------------------
                0.00    0.00    2001/4002        __gnu_cxx::new_allocator<std::complex<double> >::max_size() const [1164]
                0.00    0.00    2001/4002        __gnu_cxx::new_allocator<std::complex<double> >::allocate(unsigned long, void const*) [1162]
[1155]   0.0    0.00    0.00    4002         __gnu_cxx::new_allocator<std::complex<double> >::_M_max_size() const [1155]
-----------------------------------------------
                0.00    0.00    2001/4002        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_S_check_init_len(unsigned long, std::allocator<std::complex<double> > const&) [1180]
                0.00    0.00    2001/4002        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl(std::allocator<std::complex<double> > const&) [1168]
[1156]   0.0    0.00    0.00    4002         std::allocator<std::complex<double> >::allocator(std::allocator<std::complex<double> > const&) [1156]
                0.00    0.00    4002/4002        __gnu_cxx::new_allocator<std::complex<double> >::new_allocator(__gnu_cxx::new_allocator<std::complex<double> > const&) [1154]
-----------------------------------------------
                0.00    0.00    2001/4002        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::~vector() [1183]
                0.00    0.00    2001/4002        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_fill_initialize(unsigned long, std::complex<double> const&) [1181]
[1157]   0.0    0.00    0.00    4002         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [1157]
-----------------------------------------------
                0.00    0.00    2002/2002        void Eigen::internal::conditional_aligned_free<true>(void*) [1159]
[1158]   0.0    0.00    0.00    2002         Eigen::internal::aligned_free(void*) [1158]
-----------------------------------------------
                0.00    0.00    2002/2002        void Eigen::internal::conditional_aligned_delete_auto<std::complex<double>, true>(std::complex<double>*, unsigned long) [1160]
[1159]   0.0    0.00    0.00    2002         void Eigen::internal::conditional_aligned_free<true>(void*) [1159]
                0.00    0.00    2002/2002        Eigen::internal::aligned_free(void*) [1158]
-----------------------------------------------
                0.00    0.00    1001/2002        Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::~DenseStorage() [1199]
                0.00    0.00    1001/2002        Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::resize(long, long, long) [1197]
[1160]   0.0    0.00    0.00    2002         void Eigen::internal::conditional_aligned_delete_auto<std::complex<double>, true>(std::complex<double>*, unsigned long) [1160]
                0.00    0.00    2002/2002        void Eigen::internal::conditional_aligned_free<true>(void*) [1159]
-----------------------------------------------
                0.00    0.00    2001/2001        std::allocator_traits<std::allocator<std::complex<double> > >::deallocate(std::allocator<std::complex<double> >&, std::complex<double>*, unsigned long) [1175]
[1161]   0.0    0.00    0.00    2001         __gnu_cxx::new_allocator<std::complex<double> >::deallocate(std::complex<double>*, unsigned long) [1161]
-----------------------------------------------
                0.00    0.00    2001/2001        std::allocator_traits<std::allocator<std::complex<double> > >::allocate(std::allocator<std::complex<double> >&, unsigned long) [1176]
[1162]   0.0    0.00    0.00    2001         __gnu_cxx::new_allocator<std::complex<double> >::allocate(unsigned long, void const*) [1162]
                0.00    0.00    2001/4002        __gnu_cxx::new_allocator<std::complex<double> >::_M_max_size() const [1155]
-----------------------------------------------
                0.00    0.00    2001/2001        std::allocator<std::complex<double> >::allocator() [1165]
[1163]   0.0    0.00    0.00    2001         __gnu_cxx::new_allocator<std::complex<double> >::new_allocator() [1163]
-----------------------------------------------
                0.00    0.00    2001/2001        std::allocator_traits<std::allocator<std::complex<double> > >::max_size(std::allocator<std::complex<double> > const&) [1177]
[1164]   0.0    0.00    0.00    2001         __gnu_cxx::new_allocator<std::complex<double> >::max_size() const [1164]
                0.00    0.00    2001/4002        __gnu_cxx::new_allocator<std::complex<double> >::_M_max_size() const [1155]
-----------------------------------------------
                0.00    0.00       1/2001        CQP::create1DWaveByExpression(CQP::NumericalGrid<1u, 1u> const&, std::function<std::complex<double> (double)>) [1291]
                0.00    0.00    1000/2001        CQP::FFTExecutor<1u, 0u>::inputWave(CQP::Wavefunction<1u> const&) [1245]
                0.00    0.00    1000/2001        CQP::FFTExecutor<1u, 0u>::execute() [1244]
[1165]   0.0    0.00    0.00    2001         std::allocator<std::complex<double> >::allocator() [1165]
                0.00    0.00    2001/2001        __gnu_cxx::new_allocator<std::complex<double> >::new_allocator() [1163]
-----------------------------------------------
                0.00    0.00    2001/2001        void std::_Destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [1186]
[1166]   0.0    0.00    0.00    2001         void std::_Destroy_aux<true>::__destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [1166]
-----------------------------------------------
                0.00    0.00    2001/2001        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_create_storage(unsigned long) [1171]
[1167]   0.0    0.00    0.00    2001         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_allocate(unsigned long) [1167]
                0.00    0.00    2001/2001        std::allocator_traits<std::allocator<std::complex<double> > >::allocate(std::allocator<std::complex<double> >&, unsigned long) [1176]
-----------------------------------------------
                0.00    0.00    2001/2001        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base(unsigned long, std::allocator<std::complex<double> > const&) [1173]
[1168]   0.0    0.00    0.00    2001         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl(std::allocator<std::complex<double> > const&) [1168]
                0.00    0.00    2001/4002        std::allocator<std::complex<double> >::allocator(std::allocator<std::complex<double> > const&) [1156]
                0.00    0.00    2001/2001        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl_data::_Vector_impl_data() [1172]
-----------------------------------------------
                0.00    0.00    2001/2001        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base() [1174]
[1169]   0.0    0.00    0.00    2001         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::~_Vector_impl() [1169]
                0.00    0.00    2001/6003        std::allocator<std::complex<double> >::~allocator() [1153]
-----------------------------------------------
                0.00    0.00    2001/2001        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base() [1174]
